ProductKey,Product_ID,ProductName,ProductDimensions,ProductDescription,ProductCostPerUnit,ProductPricePerUnit,ProductCategory,ProductConstructionDays,ProductQuantity,ProductColor,ProductSurfaceFinish,ProductCompliance,ProductWeight,Version,RowIsCurrent,RowStartDate,RowEndDate,RowChangeReason
475,475,Insulated Concrete Block,9.45x3.69x0.75,Condition political imagine.,31.07,42.75,Bricks and Blocks,30,545,DarkOliveGreen,Produce,False,14.80,2480,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
476,476,Classic Red Brick,3.47x4.99x0.53,Particularly throw sort and.,10.29,24.89,Bricks and Blocks,23,425,Azure,Interview,False,33.36,2481,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
477,477,Reinforced Concrete Slab,2.62x2.30x0.16,Daughter interest dinner tax authority cover foot.,29.38,35.64,Concrete and Cement,18,158,Cornsilk,He,False,6.04,2482,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
478,478,Architectural Clay Brick,6.20x3.81x0.47,All boy ask everybody money summer.,17.14,19.05,Bricks and Blocks,24,885,Blue,Tend,False,20.37,2483,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
479,479,Reflective Foil Insulation,7.78x1.94x0.34,Number begin enough marriage professor arrive.,15.96,18.01,Insulation,10,413,RoyalBlue,Forward,True,13.12,2484,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
480,480,Insulated Concrete Block,9.01x4.16x0.56,Fish within whole trade cup.,33.42,39.10,Bricks and Blocks,7,97,Cyan,Skill,True,47.95,2485,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
481,481,Galvanized Steel Sheet,4.90x3.48x0.15,Civil part concern remain doctor.,43.67,57.68,Steel and Metal,17,613,CornflowerBlue,Indicate,False,33.62,2486,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
482,482,Solar Roof Panels,0.70x4.59x0.19,Almost direction begin much.,27.43,33.39,Roofing,26,672,Chocolate,Rather,True,46.76,2487,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
483,483,High-Strength Concrete Mix,5.20x0.82x0.87,Analysis term manager myself mother majority stage.,33.05,37.85,Concrete and Cement,10,671,ForestGreen,Down,False,44.61,2488,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
484,484,Rock Wool Insulation,9.23x1.32x0.21,House result beautiful source even strong.,31.21,48.20,Insulation,19,753,Violet,Activity,True,19.57,2489,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
485,485,Fiberglass Insulation Rolls,3.99x1.68x0.58,Eat boy interesting democratic a charge.,49.97,67.42,Insulation,4,808,Moccasin,Focus,True,22.69,2490,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
486,486,Spray Foam Insulation Kit,0.72x2.47x0.50,Hospital treatment decide very water.,35.86,50.00,Insulation,14,809,LightSteelBlue,Chair,False,44.74,2491,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
487,487,Aluminum Roofing Panels,5.89x0.76x0.81,Military north everything true.,49.67,68.32,Steel and Metal,6,924,MediumVioletRed,May,True,49.84,2492,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
488,488,High-Strength Concrete Mix,2.71x2.72x0.24,Site ok team real there speech garden.,29.00,30.08,Concrete and Cement,18,765,Olive,Establish,False,47.11,2493,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
489,489,Reinforced Concrete Slab,5.49x3.24x0.72,On fast move young.,29.28,41.21,Concrete and Cement,10,974,Teal,Attorney,True,34.61,2494,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
490,490,Asphalt Shingles,3.83x1.69x0.96,Tree white left garden once.,42.52,54.11,Roofing,7,605,LightYellow,Issue,True,17.94,2495,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
491,491,Solar Roof Panels,0.82x3.03x0.94,Outside cover network scientist measure however brother size.,34.40,45.88,Roofing,5,700,MediumOrchid,Easy,True,27.80,2496,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
492,492,Reflective Foil Insulation,1.19x4.98x0.43,Author crime modern worker.,45.30,62.04,Insulation,23,154,LemonChiffon,Free,True,25.86,2497,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
493,493,Metal Roof Tiles,7.68x3.01x0.69,Next total agency pretty language run benefit.,42.66,61.74,Roofing,16,814,Blue,Inside,False,8.80,2498,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
494,494,Waterproof Cement Coating,8.74x1.62x0.95,Pattern hear meeting pressure positive.,19.96,31.99,Concrete and Cement,3,403,DarkViolet,Deep,True,2.18,2499,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
495,495,Classic Red Brick,2.67x2.82x0.68,Although area paper American painting pressure.,28.12,47.57,Bricks and Blocks,25,471,Ivory,Reflect,True,43.25,2500,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
496,496,Spray Foam Insulation Kit,6.09x0.74x0.18,Board season performance Congress.,22.78,37.93,Insulation,24,430,MediumAquaMarine,Sign,True,43.65,2501,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
497,497,Clay Roof Shingles,9.07x4.02x0.80,Long scene pull answer bring well.,8.04,25.55,Roofing,21,103,LightSeaGreen,Throughout,True,22.37,2502,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
498,498,Galvanized Steel Sheet,3.39x3.27x0.68,Wrong billion she go treatment.,40.50,45.12,Steel and Metal,22,997,Bisque,Player,False,16.25,2503,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
499,499,Insulated Concrete Block,5.24x4.85x0.67,Truth special standard central finish late.,36.73,51.03,Bricks and Blocks,14,608,PaleGoldenRod,Plan,True,7.21,2504,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
500,500,Solar Roof Panels,1.33x4.70x0.45,Sure newspaper apply.,46.32,51.49,Roofing,24,560,Green,Method,False,34.62,2505,True,2024-06-18 11:29:20.3981589,9999-12-31 00:00:00.0000000,
